@relation raw_sales

@attribute datesold date dd-MM-yyyy
@attribute postcode numeric
@attribute price numeric
@attribute propertyType {house,unit}
@attribute bedrooms numeric

@data
20-10-2010,2615,495000,house,4
21-10-2010,2913,445000,house,3
22-10-2010,2617,444000,house,3
23-10-2010,2905,408000,house,3
25-10-2010,2906,385000,house,3
26-10-2010,2902,420000,house,3
27-10-2010,2913,395000,house,3
28-10-2010,2913,368000,house,2
29-10-2010,2617,415000,house,3
30-10-2010,2611,512000,house,3
01-11-2010,2904,445000,house,3
02-11-2010,2906,414000,house,3
03-11-2010,2906,429000,house,3
04-11-2010,2913,477500,house,4
05-11-2010,2615,325000,house,3
06-11-2010,2913,433000,house,3
08-11-2010,2906,375000,house,3
09-11-2010,2902,492000,house,4
10-11-2010,2906,390000,house,3
11-11-2010,2606,405000,house,2
12-11-2010,2906,400000,house,3
13-11-2010,2602,613000,house,3
15-11-2010,2913,380000,house,3
16-11-2010,2914,463000,house,3
17-11-2010,2615,375000,house,3
18-11-2010,2905,398000,house,3
19-11-2010,2906,410000,house,3
20-11-2010,2903,442500,house,4
22-11-2010,2617,412500,house,3
23-11-2010,2904,520000,house,4
24-11-2010,2906,415000,house,3
25-11-2010,2615,410000,house,3
26-11-2010,2912,520000,house,4
27-11-2010,2913,347500,house,3
29-11-2010,2906,400000,house,3
30-11-2010,2905,412500,house,3
01-12-2010,2615,386000,house,3
02-12-2010,2615,420000,house,3
03-12-2010,2606,327000,house,2
04-12-2010,2902,480000,house,4
06-12-2010,2905,420000,house,3
07-12-2010,2615,420000,house,3
08-12-2010,2615,326000,house,2
09-12-2010,2615,355000,house,3
10-12-2010,2914,420000,house,2
11-12-2010,2615,487500,house,4
12-12-2010,2914,470000,house,4
13-12-2010,2903,415000,house,3
14-12-2010,2903,350000,house,3
15-12-2010,2905,345000,house,2
16-12-2010,2906,390000,house,3
17-12-2010,2602,600000,house,5
18-12-2010,2913,400000,house,3
19-12-2010,2602,715000,house,3
20-12-2010,2611,500000,house,4
21-12-2010,2615,399000,house,3
22-12-2010,2617,326500,house,1
23-12-2010,2905,389000,house,3
24-12-2010,2615,447000,house,4
04-01-2011,2906,474000,house,4
05-01-2011,2913,410000,house,3
06-01-2011,2903,405100,house,3
07-01-2011,2906,361500,house,3
10-01-2011,2905,438000,house,3
11-01-2011,2904,439950,house,3
12-01-2011,2905,445000,house,3
13-01-2011,2615,485000,house,4
14-01-2011,2615,440000,house,3
15-01-2011,2607,860000,house,5
17-01-2011,2905,370000,house,3
18-01-2011,2902,410000,house,3
19-01-2011,2611,509950,house,3
20-01-2011,2913,355000,house,3
21-01-2011,2905,386000,house,3
22-01-2011,2905,405000,house,3
24-01-2011,2906,405000,house,3
25-01-2011,2906,416000,house,3
27-01-2011,2905,430000,house,3
28-01-2011,2913,340000,house,2
31-01-2011,2617,490000,house,3
01-02-2011,2905,420000,house,3
02-02-2011,2604,370000,house,1
03-02-2011,2615,389000,house,3
04-02-2011,2606,550000,house,3
05-02-2011,2904,482000,house,3
07-02-2011,2914,235000,house,4
08-02-2011,2913,420000,house,3
09-02-2011,2902,425000,house,3
10-02-2011,2606,280000,house,2
11-02-2011,2914,602000,house,4
12-02-2011,2603,1220000,house,4
14-02-2011,2906,395000,house,3
15-02-2011,2913,406000,house,3
16-02-2011,2914,600000,house,4
17-02-2011,2905,445000,house,3
18-02-2011,2615,370000,house,3
19-02-2011,2902,412000,house,3
20-02-2011,2905,420000,house,3
21-02-2011,2906,385000,house,3
22-02-2011,2607,399950,house,1
23-02-2011,2615,420000,house,3
24-02-2011,2913,399000,house,3
25-02-2011,2615,409000,house,3
26-02-2011,2905,447000,house,3
27-02-2011,2606,435000,house,1
28-02-2011,2611,555000,house,4
01-03-2011,2905,415500,house,4
02-03-2011,2906,438000,house,3
03-03-2011,2602,580000,house,4
04-03-2011,2906,340000,house,2
05-03-2011,2616,391000,house,3
07-03-2011,2615,442000,house,3
08-03-2011,2615,390000,house,3
09-03-2011,2902,424590,house,3
10-03-2011,2905,472000,house,3
11-03-2011,2615,567632,house,4
12-03-2011,2606,1750000,house,5
15-03-2011,2615,390000,house,3
16-03-2011,2617,382000,house,3
17-03-2011,2615,460000,house,3
18-03-2011,2913,460000,house,3
19-03-2011,2605,601000,house,4
21-03-2011,2617,490000,house,5
22-03-2011,2611,555000,house,3
23-03-2011,2615,445000,house,3
24-03-2011,2615,340000,house,3
25-03-2011,2905,385000,house,3
26-03-2011,2905,412000,house,3
27-03-2011,2913,1015000,house,4
28-03-2011,2615,440000,house,3
29-03-2011,2913,399950,house,3
30-03-2011,2615,447500,house,3
31-03-2011,2615,390000,house,3
01-04-2011,2906,400000,house,3
02-04-2011,2605,594000,house,3
04-04-2011,2617,398000,house,3
05-04-2011,2617,505000,house,3
06-04-2011,2902,370000,house,4
07-04-2011,2906,397500,house,3
08-04-2011,2906,375000,house,3
09-04-2011,2602,550000,house,4
11-04-2011,2615,537500,house,4
12-04-2011,2905,384000,house,3
13-04-2011,2905,388000,house,3
14-04-2011,2913,428650,house,3
15-04-2011,2906,390000,house,3
16-04-2011,2905,503000,house,4
18-04-2011,2913,390000,house,3
19-04-2011,2905,420000,house,3
20-04-2011,2615,316000,house,3
21-04-2011,2615,440000,house,3
27-04-2011,2906,437000,house,3
28-04-2011,2615,375000,house,2
29-04-2011,2905,360000,house,3
30-04-2011,2906,527500,house,3
02-05-2011,2617,513500,house,3
03-05-2011,2905,425000,house,3
04-05-2011,2906,435000,house,3
05-05-2011,2906,349950,house,3
06-05-2011,2906,409000,house,3
07-05-2011,2602,715500,house,3
08-05-2011,2604,611000,house,3
09-05-2011,2906,410000,house,3
10-05-2011,2913,374500,house,3
11-05-2011,2615,393500,house,3
12-05-2011,2906,363000,house,3
13-05-2011,2914,442000,house,3
14-05-2011,2617,417000,house,3
16-05-2011,2904,442000,house,3
17-05-2011,2914,370000,house,2
18-05-2011,2904,530000,house,4
19-05-2011,2914,425000,house,2
20-05-2011,2906,325000,house,2
21-05-2011,2615,344500,house,3
23-05-2011,2905,478000,house,4
24-05-2011,2905,435000,house,3
25-05-2011,2905,385000,house,3
26-05-2011,2905,464000,house,3
27-05-2011,2617,335000,house,2
28-05-2011,2615,410000,house,3
30-05-2011,2615,455000,house,3
31-05-2011,2913,425000,house,4
01-06-2011,2615,345000,house,3
02-06-2011,2617,375000,house,2
03-06-2011,2906,384000,house,3
06-06-2011,2902,377000,house,3
07-06-2011,2615,375000,house,2
08-06-2011,2611,252500,house,3
09-06-2011,2615,363500,house,2
10-06-2011,2615,445000,house,4
11-06-2011,2604,500000,house,4
14-06-2011,2906,380000,house,3
15-06-2011,2617,443000,house,3
16-06-2011,2615,415000,house,4
17-06-2011,2913,528000,house,4
18-06-2011,2902,385000,house,2
20-06-2011,2903,385000,house,3
21-06-2011,2617,517000,house,4
23-06-2011,2913,386000,house,3
24-06-2011,2617,460000,house,3
27-06-2011,2615,375000,house,3
28-06-2011,2905,415000,house,3
29-06-2011,2611,462000,house,3
30-06-2011,2913,410000,house,3
01-07-2011,2905,405000,house,3
02-07-2011,2904,670000,house,4
03-07-2011,2912,572000,house,4
04-07-2011,2905,368000,house,3
05-07-2011,2602,515000,house,3
06-07-2011,2905,460000,house,3
07-07-2011,2611,460000,house,3
08-07-2011,2905,395000,house,3
09-07-2011,2904,725000,house,4
11-07-2011,2615,445000,house,3
12-07-2011,2611,530000,house,4
13-07-2011,2913,380000,house,3
14-07-2011,2614,449950,house,3
15-07-2011,2906,390000,house,4
16-07-2011,2605,595000,house,3
18-07-2011,2913,395000,house,3
19-07-2011,2615,350000,house,3
20-07-2011,2914,526000,house,4
21-07-2011,2615,433500,house,3
22-07-2011,2902,415000,house,3
23-07-2011,2902,453000,house,3
25-07-2011,2913,394000,house,3
26-07-2011,2903,315000,house,3
27-07-2011,2604,510000,house,3
28-07-2011,2913,387500,house,3
29-07-2011,2615,360000,house,3
30-07-2011,2905,434000,house,3
01-08-2011,2617,450000,house,4
02-08-2011,2913,475000,house,3
03-08-2011,2906,390000,house,3
04-08-2011,2905,390000,house,3
05-08-2011,2913,365000,house,3
08-08-2011,2906,412000,house,3
09-08-2011,2902,461000,house,3
10-08-2011,2615,416000,house,3
11-08-2011,2914,521000,house,4
12-08-2011,2615,507500,house,3
13-08-2011,2904,670000,house,4
15-08-2011,2905,410000,house,3
16-08-2011,2906,389000,house,3
17-08-2011,2615,425000,house,3
18-08-2011,2617,473000,house,3
19-08-2011,2905,505000,house,4
20-08-2011,2913,395000,house,3
22-08-2011,2905,445000,house,3
23-08-2011,2615,327000,house,3
24-08-2011,2617,372000,house,1
25-08-2011,2615,360000,house,3
26-08-2011,2615,418000,house,3
27-08-2011,2615,586000,house,4
29-08-2011,2905,440000,house,3
30-08-2011,2906,370000,house,3
31-08-2011,2905,370000,house,3
01-09-2011,2905,425000,house,3
02-09-2011,2615,358000,house,3
03-09-2011,2913,372500,house,3
05-09-2011,2905,380000,house,3
06-09-2011,2902,377000,house,3
07-09-2011,2614,360000,house,2
08-09-2011,2611,520000,house,3
09-09-2011,2905,670000,house,5
10-09-2011,2602,587500,house,3
12-09-2011,2615,439950,house,3
13-09-2011,2617,530000,house,3
14-09-2011,2611,522000,house,3
15-09-2011,2912,512000,house,4
16-09-2011,2611,477000,house,3
19-09-2011,2913,354000,house,3
20-09-2011,2602,395000,house,2
21-09-2011,2905,427000,house,3
22-09-2011,2900,405000,house,2
23-09-2011,2906,390000,house,3
24-09-2011,2905,415000,house,3
25-09-2011,2612,975000,house,4
26-09-2011,2607,450000,house,2
27-09-2011,2611,470000,house,3
28-09-2011,2906,390000,house,3
29-09-2011,2602,675000,house,4
30-09-2011,2913,347000,house,2
01-10-2011,2905,476000,house,4
04-10-2011,2906,415000,house,3
05-10-2011,2906,385000,house,3
06-10-2011,2905,365000,house,3
07-10-2011,2905,423000,house,3
08-10-2011,2905,384000,house,3
10-10-2011,2902,455000,house,4
11-10-2011,2615,372000,house,2
12-10-2011,2906,375000,house,3
13-10-2011,2615,361000,house,3
14-10-2011,2904,510000,house,4
15-10-2011,2605,795000,house,3
17-10-2011,2903,440000,house,3
18-10-2011,2906,405000,house,3
19-10-2011,2902,385000,house,3
20-10-2011,2617,350000,house,3
21-10-2011,2611,548000,house,3
22-10-2011,2605,691000,house,3
24-10-2011,2617,363000,house,1
25-10-2011,2906,337500,house,3
26-10-2011,2617,425000,house,3
27-10-2011,2903,470000,house,3
28-10-2011,2906,355000,house,2
29-10-2011,2914,480000,house,3
31-10-2011,2615,435000,house,3
01-11-2011,2913,501000,house,4
02-11-2011,2615,472000,house,4
03-11-2011,2906,470000,house,4
04-11-2011,2615,404500,house,3
05-11-2011,2615,550000,house,5
06-11-2011,2611,571000,house,5
07-11-2011,2905,359000,house,2
08-11-2011,2913,359100,house,3
09-11-2011,2913,425100,house,4
10-11-2011,2614,415000,house,2
11-11-2011,2617,450000,house,4
12-11-2011,2912,546000,house,4
14-11-2011,2913,443000,house,3
15-11-2011,2615,385000,house,3
16-11-2011,2614,410000,house,3
17-11-2011,2615,385000,house,3
18-11-2011,2913,409000,house,3
19-11-2011,2614,420000,house,3
21-11-2011,2905,399000,house,4
22-11-2011,2611,380000,house,3
23-11-2011,2615,415000,house,3
24-11-2011,2615,545000,house,4
25-11-2011,2615,380000,house,3
26-11-2011,2615,523000,house,3
28-11-2011,2906,366000,house,3
29-11-2011,2906,375000,house,3
30-11-2011,2615,395000,house,3
01-12-2011,2615,415000,house,3
02-12-2011,2906,414000,house,3
03-12-2011,2617,471000,house,4
05-12-2011,2906,376500,house,3
06-12-2011,2617,425000,house,3
07-12-2011,2906,430000,house,4
08-12-2011,2902,398000,house,3
09-12-2011,2913,407666,house,3
10-12-2011,2614,685000,house,4
12-12-2011,2906,355000,house,3
13-12-2011,2615,382000,house,2
14-12-2011,2905,376000,house,3
15-12-2011,2906,390000,house,3
16-12-2011,2904,455000,house,3
17-12-2011,2602,730000,house,3
19-12-2011,2615,426000,house,3
20-12-2011,2904,434000,house,3
21-12-2011,2906,388000,house,3
22-12-2011,2904,385000,house,2
23-12-2011,2902,405250,house,3
03-01-2012,2615,456000,house,3
04-01-2012,2905,560000,house,4
05-01-2012,2913,425000,house,3
06-01-2012,2914,430000,house,3
09-01-2012,2903,420000,house,3
10-01-2012,2905,412500,house,3
11-01-2012,2615,430000,house,3
12-01-2012,2912,650500,house,4
15-01-2012,2602,751500,house,4
16-01-2012,2905,413300,house,3
17-01-2012,2914,369000,house,3
18-01-2012,2614,405000,house,3
19-01-2012,2615,470000,house,4
20-01-2012,2904,460000,house,4
21-01-2012,2600,985000,house,5
23-01-2012,2905,395000,house,2
24-01-2012,2903,479000,house,4
25-01-2012,2602,415000,house,2
27-01-2012,2603,395000,house,1
30-01-2012,2615,430000,house,3
31-01-2012,2615,450000,house,3
01-02-2012,2904,585000,house,4
02-02-2012,2913,428000,house,3
03-02-2012,2913,390000,house,3
04-02-2012,2611,460000,house,3
06-02-2012,2906,337500,house,3
07-02-2012,2906,462000,house,3
08-02-2012,2913,425000,house,3
09-02-2012,2607,410000,house,4
10-02-2012,2615,577000,house,4
11-02-2012,2607,657500,house,3
13-02-2012,2906,393000,house,3
14-02-2012,2906,445000,house,3
15-02-2012,2902,385000,house,3
16-02-2012,2905,392000,house,3
17-02-2012,2617,405000,house,3
18-02-2012,2903,430000,house,3
20-02-2012,2905,405000,house,3
21-02-2012,2902,445000,house,3
22-02-2012,2615,370500,house,3
23-02-2012,2615,450000,house,3
24-02-2012,2906,395000,house,3
25-02-2012,2604,697000,house,3
27-02-2012,2906,540000,house,4
28-02-2012,2905,420000,house,3
29-02-2012,2905,370000,house,3
01-03-2012,2913,365000,house,3
02-03-2012,2913,360000,house,3
03-03-2012,2614,375000,house,3
05-03-2012,2905,370000,house,3
06-03-2012,2617,440000,house,3
07-03-2012,2913,353000,house,3
08-03-2012,2906,380000,house,3
09-03-2012,2615,378000,house,3
10-03-2012,2615,416500,house,3
13-03-2012,2615,405000,house,3
14-03-2012,2913,433500,house,3
15-03-2012,2615,350000,house,3
16-03-2012,2902,405250,house,3
17-03-2012,2615,440000,house,3
19-03-2012,2603,295000,house,1
20-03-2012,2905,377500,house,3
21-03-2012,2615,380000,house,3
22-03-2012,2615,420000,house,4
23-03-2012,2905,380000,house,3
24-03-2012,2602,600000,house,3
26-03-2012,2617,440000,house,3
27-03-2012,2615,416000,house,3
28-03-2012,2906,430000,house,3
29-03-2012,2913,355000,house,2
30-03-2012,2615,400000,house,3
31-03-2012,2617,435000,house,3
02-04-2012,2602,425000,house,3
03-04-2012,2615,366000,house,3
04-04-2012,2906,375000,house,3
05-04-2012,2615,365000,house,3
06-04-2012,2604,963000,house,3
10-04-2012,2914,380000,house,3
11-04-2012,2612,398000,house,1
12-04-2012,2611,480000,house,3
13-04-2012,2913,395000,house,3
14-04-2012,2611,395000,house,4
16-04-2012,2913,445000,house,4
17-04-2012,2906,480000,house,3
18-04-2012,2602,314950,house,1
19-04-2012,2906,374000,house,3
20-04-2012,2913,423000,house,3
21-04-2012,2614,440000,house,5
23-04-2012,2905,365000,house,3
24-04-2012,2905,444000,house,3
25-04-2012,2902,366000,house,3
26-04-2012,2902,412550,house,3
27-04-2012,2905,441000,house,3
28-04-2012,2903,480000,house,4
30-04-2012,2617,500000,house,3
01-05-2012,2617,400000,house,3
02-05-2012,2904,450000,house,3
03-05-2012,2615,398000,house,3
04-05-2012,2615,430000,house,3
05-05-2012,2615,375000,house,3
07-05-2012,2615,405000,house,3
08-05-2012,2615,389000,house,3
09-05-2012,2615,436000,house,3
10-05-2012,2913,359000,house,2
11-05-2012,2902,416500,house,3
12-05-2012,2905,440000,house,3
14-05-2012,2905,405000,house,3
15-05-2012,2906,382000,house,3
16-05-2012,2615,327500,house,2
17-05-2012,2913,445000,house,3
18-05-2012,2905,432500,house,3
19-05-2012,2615,521000,house,3
21-05-2012,2607,239000,house,1
22-05-2012,2902,380000,house,3
23-05-2012,2906,440000,house,3
24-05-2012,2906,400000,house,3
25-05-2012,2905,405000,house,3
26-05-2012,2611,457500,house,3
28-05-2012,2905,400000,house,3
29-05-2012,2611,420000,house,3
30-05-2012,2615,375000,house,2
31-05-2012,2905,445000,house,3
01-06-2012,2615,410500,house,3
02-06-2012,2905,450000,house,3
04-06-2012,2615,475000,house,3
05-06-2012,2906,400000,house,3
06-06-2012,2615,451000,house,5
07-06-2012,2615,415000,house,3
08-06-2012,2615,415000,house,3
11-06-2012,2906,692500,house,4
12-06-2012,2611,480000,house,3
13-06-2012,2905,415000,house,3
14-06-2012,2602,281000,house,1
15-06-2012,2913,365000,house,3
16-06-2012,2607,765000,house,4
18-06-2012,2614,390000,house,3
19-06-2012,2611,469000,house,3
20-06-2012,2617,490000,house,3
21-06-2012,2607,517500,house,3
22-06-2012,2614,394000,house,3
23-06-2012,2617,510000,house,4
25-06-2012,2615,446000,house,3
26-06-2012,2615,406000,house,3
27-06-2012,2905,410000,house,3
28-06-2012,2905,425000,house,3
29-06-2012,2615,407000,house,3
30-06-2012,2607,500000,house,3
02-07-2012,2615,347000,house,3
03-07-2012,2905,375000,house,3
04-07-2012,2611,422500,house,3
05-07-2012,2615,438000,house,3
06-07-2012,2615,350000,house,2
07-07-2012,2905,425000,house,3
09-07-2012,2902,590000,house,3
10-07-2012,2903,485000,house,4
11-07-2012,2615,485000,house,3
12-07-2012,2615,506500,house,4
13-07-2012,2615,412500,house,3
14-07-2012,2611,515000,house,3
15-07-2012,2611,517000,house,3
16-07-2012,2615,435000,house,3
17-07-2012,2911,259000,house,4
18-07-2012,2615,410000,house,3
19-07-2012,2617,420000,house,3
20-07-2012,2611,453000,house,3
21-07-2012,2905,430000,house,4
23-07-2012,2615,428000,house,3
24-07-2012,2902,470000,house,4
25-07-2012,2903,430000,house,3
26-07-2012,2606,630000,house,5
27-07-2012,2905,380000,house,3
28-07-2012,2602,696000,house,3
30-07-2012,2906,367000,house,3
31-07-2012,2614,270000,house,2
01-08-2012,2602,285000,house,2
02-08-2012,2615,390000,house,3
03-08-2012,2906,330000,house,3
04-08-2012,2602,694000,house,2
06-08-2012,2611,500000,house,4
07-08-2012,2615,440000,house,3
08-08-2012,2913,355000,house,3
09-08-2012,2615,355000,house,3
10-08-2012,2611,510000,house,3
11-08-2012,2615,370000,house,3
12-08-2012,2903,447000,house,3
13-08-2012,2906,385500,house,2
14-08-2012,2906,350000,house,3
15-08-2012,2906,360000,house,3
16-08-2012,2615,418000,house,3
17-08-2012,2905,367500,house,3
18-08-2012,2606,601000,house,3
20-08-2012,2607,300000,house,2
21-08-2012,2906,425000,house,3
22-08-2012,2614,480000,house,4
23-08-2012,2615,305000,house,2
24-08-2012,2906,385000,house,3
25-08-2012,2906,466000,house,4
27-08-2012,2905,391000,house,3
28-08-2012,2913,385000,house,3
29-08-2012,2615,357000,house,3
30-08-2012,2906,365000,house,3
31-08-2012,2617,390000,house,3
01-09-2012,2617,563000,house,4
03-09-2012,2615,440000,house,3
05-09-2012,2904,421000,house,3
06-09-2012,2615,392500,house,3
07-09-2012,2902,435000,house,3
08-09-2012,2903,346000,house,3
09-09-2012,2903,763000,house,3
10-09-2012,2906,387000,house,3
11-09-2012,2615,379000,house,3
12-09-2012,2913,388500,house,3
13-09-2012,2611,495000,house,3
14-09-2012,2615,405000,house,3
15-09-2012,2611,440000,house,3
17-09-2012,2905,390000,house,3
18-09-2012,2615,321000,house,3
19-09-2012,2614,411650,house,3
20-09-2012,2912,455000,house,3
21-09-2012,2914,430000,house,3
22-09-2012,2902,416500,house,3
23-09-2012,2904,516000,house,4
24-09-2012,2602,336000,house,2
25-09-2012,2913,430000,house,3
26-09-2012,2615,429000,house,3
27-09-2012,2615,385000,house,3
28-09-2012,2617,420000,house,3
29-09-2012,2903,490000,house,3
30-09-2012,2611,552000,house,3
02-10-2012,2605,560000,house,3
03-10-2012,2615,411000,house,3
04-10-2012,2615,405000,house,3
05-10-2012,2913,360000,house,3
06-10-2012,2611,612500,house,4
09-10-2012,2602,585000,house,3
10-10-2012,2906,450000,house,3
11-10-2012,2906,425000,house,3
12-10-2012,2614,442000,house,3
13-10-2012,2607,645000,house,3
15-10-2012,2905,442500,house,3
16-10-2012,2904,425000,house,3
17-10-2012,2614,270000,house,2
18-10-2012,2615,410000,house,3
19-10-2012,2906,420000,house,3
20-10-2012,2602,830000,house,4
22-10-2012,2905,460000,house,4
23-10-2012,2905,356000,house,3
24-10-2012,2602,302000,house,2
25-10-2012,2615,444000,house,4
26-10-2012,2914,290000,house,4
27-10-2012,2611,466000,house,3
29-10-2012,2906,399000,house,3
30-10-2012,2615,359000,house,3
31-10-2012,2905,365000,house,2
01-11-2012,2617,440000,house,4
02-11-2012,2615,475000,house,4
03-11-2012,2905,425000,house,3
05-11-2012,2615,410000,house,3
06-11-2012,2902,425000,house,3
07-11-2012,2615,490000,house,4
08-11-2012,2615,370400,house,3
09-11-2012,2615,465000,house,4
10-11-2012,2615,576000,house,4
12-11-2012,2617,480000,house,3
13-11-2012,2913,385000,house,3
14-11-2012,2611,640000,house,5
15-11-2012,2914,310000,house,4
16-11-2012,2913,416000,house,3
17-11-2012,2903,372000,house,3
19-11-2012,2914,412000,house,3
20-11-2012,2913,390000,house,3
21-11-2012,2906,385000,house,3
22-11-2012,2903,420000,house,3
23-11-2012,2904,377500,house,3
24-11-2012,2905,387000,house,3
26-11-2012,2615,375000,house,2
27-11-2012,2914,388000,house,3
28-11-2012,2615,313000,house,2
29-11-2012,2914,470000,house,3
30-11-2012,2615,483500,house,3
01-12-2012,2611,366000,house,2
03-12-2012,2906,365000,house,3
04-12-2012,2615,440000,house,3
05-12-2012,2905,357500,house,3
06-12-2012,2902,400000,house,3
07-12-2012,2615,390000,house,3
08-12-2012,2611,530000,house,4
10-12-2012,2905,431000,house,3
11-12-2012,2913,361000,house,3
12-12-2012,2615,365000,house,3
13-12-2012,2615,405500,house,3
14-12-2012,2902,465000,house,3
15-12-2012,2905,380000,house,3
17-12-2012,2904,475000,house,3
18-12-2012,2615,540000,house,4
19-12-2012,2906,395000,house,3
20-12-2012,2617,495000,house,3
21-12-2012,2614,353000,house,2
23-12-2012,2913,510000,house,3
28-12-2012,2903,477000,house,4
02-01-2013,2615,615000,house,4
03-01-2013,2905,582500,house,4
04-01-2013,2617,475000,house,3
07-01-2013,2615,398000,house,3
08-01-2013,2614,410000,house,3
09-01-2013,2615,347500,house,3
10-01-2013,2903,384000,house,3
11-01-2013,2615,376000,house,3
12-01-2013,2905,550000,house,4
14-01-2013,2905,415000,house,3
15-01-2013,2615,350000,house,3
16-01-2013,2615,462000,house,3
17-01-2013,2913,407500,house,3
18-01-2013,2903,449950,house,3
21-01-2013,2615,385000,house,4
22-01-2013,2615,440000,house,3
23-01-2013,2913,400000,house,4
24-01-2013,2617,455000,house,3
25-01-2013,2615,435000,house,3
27-01-2013,2914,915000,house,5
29-01-2013,2615,447777,house,3
30-01-2013,2615,410000,house,3
31-01-2013,2602,241000,house,1
01-02-2013,2905,386000,house,3
02-02-2013,2617,615000,house,3
04-02-2013,2914,453000,house,3
05-02-2013,2906,374000,house,3
06-02-2013,2615,402525,house,2
07-02-2013,2615,396000,house,2
08-02-2013,2617,400000,house,3
09-02-2013,2904,725000,house,5
11-02-2013,2617,415000,house,3
12-02-2013,2906,395000,house,3
13-02-2013,2913,562000,house,4
14-02-2013,2615,422500,house,3
15-02-2013,2903,507000,house,4
16-02-2013,2609,135000,house,2
17-02-2013,2602,1005000,house,4
18-02-2013,2902,459000,house,3
19-02-2013,2905,417000,house,3
20-02-2013,2617,476000,house,4
21-02-2013,2617,370000,house,3
22-02-2013,2617,455000,house,3
23-02-2013,2906,375000,house,3
24-02-2013,2903,443000,house,3
25-02-2013,2906,367000,house,3
26-02-2013,2615,405000,house,3
27-02-2013,2905,419000,house,3
28-02-2013,2913,405000,house,3
01-03-2013,2905,415000,house,3
02-03-2013,2617,532000,house,3
03-03-2013,2602,472000,house,3
04-03-2013,2617,520000,house,3
05-03-2013,2913,395000,house,3
06-03-2013,2615,428000,house,3
07-03-2013,2905,500555,house,4
08-03-2013,2615,411300,house,3
09-03-2013,2614,481000,house,3
12-03-2013,2902,395000,house,3
13-03-2013,2905,405000,house,3
14-03-2013,2615,373000,house,3
15-03-2013,2905,420000,house,3
16-03-2013,2906,392500,house,3
18-03-2013,2905,420000,house,3
19-03-2013,2913,385500,house,3
20-03-2013,2912,471000,house,3
21-03-2013,2602,540000,house,3
22-03-2013,2913,460000,house,3
23-03-2013,2615,488500,house,3
24-03-2013,2602,782500,house,3
25-03-2013,2906,353000,house,3
26-03-2013,2615,475000,house,4
27-03-2013,2615,380000,house,3
28-03-2013,2615,390000,house,3
29-03-2013,2906,443000,house,3
02-04-2013,2615,385000,house,2
03-04-2013,2905,420000,house,3
04-04-2013,2615,548500,house,4
05-04-2013,2906,369000,house,2
08-04-2013,2611,427000,house,3
09-04-2013,2905,420000,house,3
10-04-2013,2905,415000,house,3
11-04-2013,2615,415000,house,3
12-04-2013,2906,391500,house,3
13-04-2013,2905,367000,house,3
14-04-2013,2602,770000,house,4
15-04-2013,2906,355000,house,3
16-04-2013,2615,392000,house,3
17-04-2013,2615,435000,house,3
18-04-2013,2614,285000,house,2
19-04-2013,2913,408000,house,3
20-04-2013,2614,602000,house,3
22-04-2013,2905,425000,house,3
23-04-2013,2914,370000,house,4
24-04-2013,2615,391915,house,3
26-04-2013,2913,470000,house,3
27-04-2013,2602,555000,house,3
29-04-2013,2913,418000,house,3
30-04-2013,2615,409000,house,3
01-05-2013,2914,387000,house,3
02-05-2013,2913,416500,house,3
03-05-2013,2614,410000,house,3
04-05-2013,2905,465000,house,3
06-05-2013,2914,338000,house,4
07-05-2013,2607,277500,house,2
08-05-2013,2615,379950,house,3
09-05-2013,2903,440000,house,3
10-05-2013,2611,631500,house,4
11-05-2013,2905,575000,house,5
13-05-2013,2905,435500,house,3
14-05-2013,2617,625000,house,4
15-05-2013,2906,380000,house,3
16-05-2013,2913,385000,house,3
17-05-2013,2905,428000,house,3
18-05-2013,2913,429000,house,3
20-05-2013,2617,350000,house,2
21-05-2013,2905,445000,house,2
22-05-2013,2607,500000,house,3
23-05-2013,2602,545000,house,3
24-05-2013,2615,500000,house,4
25-05-2013,2615,412500,house,3
26-05-2013,2617,442000,house,3
27-05-2013,2905,480000,house,4
28-05-2013,2905,355000,house,3
29-05-2013,2615,382500,house,3
30-05-2013,2905,408500,house,3
31-05-2013,2914,493000,house,4
01-06-2013,2903,382500,house,4
03-06-2013,2904,488500,house,3
04-06-2013,2615,412500,house,3
05-06-2013,2913,406000,house,3
06-06-2013,2611,460000,house,3
07-06-2013,2913,343000,house,3
08-06-2013,2602,770000,house,4
09-06-2013,2914,465000,house,3
10-06-2013,2611,325000,house,2
11-06-2013,2609,160000,house,2
12-06-2013,2615,386000,house,3
13-06-2013,2614,395000,house,3
14-06-2013,2905,396000,house,3
15-06-2013,2905,420000,house,3
16-06-2013,2607,630000,house,3
17-06-2013,2604,445000,house,3
18-06-2013,2906,375000,house,3
19-06-2013,2615,350000,house,3
20-06-2013,2905,395000,house,3
21-06-2013,2914,270000,house,4
22-06-2013,2615,400000,house,3
24-06-2013,2904,526600,house,4
25-06-2013,2913,325000,house,3
26-06-2013,2906,401750,house,3
27-06-2013,2902,379500,house,3
28-06-2013,2913,415000,house,3
29-06-2013,2914,510000,house,4
01-07-2013,2913,392000,house,3
02-07-2013,2905,370000,house,3
03-07-2013,2902,428000,house,3
04-07-2013,2617,430000,house,3
05-07-2013,2906,445000,house,3
06-07-2013,2903,535000,house,3
08-07-2013,2615,375000,house,3
09-07-2013,2615,445000,house,4
10-07-2013,2906,370000,house,3
